reading,rainfall,county,fire_name
2012-03-15,0.06,Lassen,Rush
2012-03-16,0.83,Lassen,Rush
2012-03-28,0.59,Lassen,Rush
2012-03-31,0.28,Lassen,Rush
2012-04-03,0.07,Lassen,Rush
2012-04-05,0.06,Lassen,Rush
2012-04-13,0.22,Lassen,Rush
2012-04-23,0.09,Lassen,Rush
2012-04-26,0.24,Lassen,Rush
2012-06-04,0.08,Lassen,Rush
2012-09-17,0.06,Tuolumne,Rim
2012-09-26,0.13,Tuolumne,Rim
2012-09-29,0.06,Tuolumne,Rim
2012-09-30,0.06,Tuolumne,Rim
2012-10-04,0.14,Tuolumne,Rim
2012-10-05,0.08,Tuolumne,Rim
2012-10-11,0.11,Tuolumne,Rim
2012-10-14,0.1,Tuolumne,Rim
2012-10-17,0.1,Tuolumne,Rim
2012-10-18,0.08,Tuolumne,Rim
2012-10-20,0.12,Tuolumne,Rim
2012-10-22,0.07,Tuolumne,Rim
2012-10-24,0.12,Tuolumne,Rim
2012-10-25,0.23,Tuolumne,Rim
2012-10-26,0.15,Tuolumne,Rim
2012-10-27,0.15,Tuolumne,Rim
2012-10-28,0.13,Tuolumne,Rim
2012-10-29,0.16,Tuolumne,Rim
2012-10-30,0.16,Tuolumne,Rim
2012-10-31,0.09,Tuolumne,Rim
2012-11-01,0.06,Tuolumne,Rim
2012-11-02,0.09,Tuolumne,Rim
2012-11-06,0.1,Tuolumne,Rim
2012-11-08,0.27,Tuolumne,Rim
2012-11-09,0.21,Tuolumne,Rim
2012-11-10,0.16,Tuolumne,Rim
2012-11-11,0.13,Tuolumne,Rim
2012-11-12,0.11,Tuolumne,Rim
2012-11-13,0.18,Tuolumne,Rim
2012-11-14,0.33,Tuolumne,Rim
2012-11-17,0.26,Tuolumne,Rim
2012-11-18,0.25,Tuolumne,Rim
2012-11-19,0.11,Tuolumne,Rim
2012-11-20,0.2,Tuolumne,Rim
2012-11-21,0.16,Tuolumne,Rim
2012-11-22,0.23,Tuolumne,Rim
2012-11-23,0.1,Tuolumne,Rim
2012-11-24,0.12,Tuolumne,Rim
2012-11-25,0.36,Tuolumne,Rim
2012-11-26,0.19,Tuolumne,Rim
2012-11-27,0.08,Tuolumne,Rim
2012-11-28,0.16,Tuolumne,Rim
2012-11-29,0.11,Tuolumne,Rim
2012-11-30,0.24,Tuolumne,Rim
2012-12-01,0.17,Tuolumne,Rim
2012-12-02,0.22,Tuolumne,Rim
2012-12-03,0.12,Tuolumne,Rim
2012-12-04,0.1,Tuolumne,Rim
2012-12-05,0.1,Tuolumne,Rim
2012-12-06,0.14,Tuolumne,Rim
2012-12-07,0.25,Tuolumne,Rim
2012-12-08,0.17,Tuolumne,Rim
2012-12-09,0.11,Tuolumne,Rim
2012-12-10,0.2,Tuolumne,Rim
2012-12-11,0.16,Tuolumne,Rim
2012-12-12,0.27,Tuolumne,Rim
2012-12-13,0.23,Tuolumne,Rim
2012-12-14,0.16,Tuolumne,Rim
2012-12-15,0.15,Tuolumne,Rim
2012-12-16,0.12,Tuolumne,Rim
2012-12-17,0.08,Tuolumne,Rim
2012-12-18,0.22,Tuolumne,Rim
2012-12-19,0.22,Tuolumne,Rim
2012-12-20,0.23,Tuolumne,Rim
2012-12-21,0.16,Tuolumne,Rim
2012-12-22,0.32,Tuolumne,Rim
2012-12-23,0.24,Tuolumne,Rim
2012-12-24,0.08,Tuolumne,Rim
2012-12-25,0.09,Tuolumne,Rim
2012-12-26,0.29,Tuolumne,Rim
2012-12-27,0.14,Tuolumne,Rim
2012-12-28,0.08,Tuolumne,Rim
2012-12-29,0.35,Tuolumne,Rim
2012-12-30,0.33,Tuolumne,Rim
2012-12-31,0.3,Tuolumne,Rim
2013-01-01,0.12,Tuolumne,Rim
2013-01-02,0.34,Tuolumne,Rim
2013-01-03,0.3,Tuolumne,Rim
2013-01-04,0.16,Tuolumne,Rim
2013-01-05,0.38,Tuolumne,Rim
2013-01-06,0.2,Tuolumne,Rim
2013-01-07,0.13,Tuolumne,Rim
2013-01-08,0.16,Tuolumne,Rim
2013-01-09,0.12,Tuolumne,Rim
2013-01-10,0.2,Tuolumne,Rim
2013-01-11,0.18,Tuolumne,Rim
2013-01-12,0.08,Tuolumne,Rim
2013-01-13,0.22,Tuolumne,Rim
2013-01-14,0.11,Tuolumne,Rim
2013-01-15,0.2,Tuolumne,Rim
2013-01-16,0.2,Tuolumne,Rim
2013-01-17,0.21,Tuolumne,Rim
2013-01-18,0.11,Tuolumne,Rim
2013-01-19,0.36,Tuolumne,Rim
2013-01-20,0.16,Tuolumne,Rim
2013-01-21,0.23,Tuolumne,Rim
2013-01-22,0.12,Tuolumne,Rim
2013-01-23,0.25,Tuolumne,Rim
2013-01-24,0.39,Tuolumne,Rim
2013-01-25,0.33,Tuolumne,Rim
2013-01-26,0.17,Tuolumne,Rim
2013-01-27,0.25,Tuolumne,Rim
2013-01-28,0.22,Tuolumne,Rim
2013-01-29,0.18,Tuolumne,Rim
2013-01-30,0.1,Tuolumne,Rim
2013-01-31,0.08,Tuolumne,Rim
2013-02-01,0.07,Tuolumne,Rim
2013-02-02,0.08,Tuolumne,Rim
2013-02-03,0.23,Tuolumne,Rim
2013-02-04,0.13,Tuolumne,Rim
2013-02-05,0.11,Tuolumne,Rim
2013-02-07,0.27,Tuolumne,Rim
2013-02-08,0.25,Tuolumne,Rim
2013-02-09,0.21,Tuolumne,Rim
2013-02-10,0.16,Tuolumne,Rim
2013-02-11,0.22,Tuolumne,Rim
2013-02-12,0.1,Tuolumne,Rim
2013-02-13,0.32,Tuolumne,Rim
2013-02-14,0.32,Tuolumne,Rim
2013-02-15,0.17,Tuolumne,Rim
2013-02-16,0.4,Tuolumne,Rim
2013-02-17,0.33,Tuolumne,Rim
2013-02-18,0.2,Tuolumne,Rim
2013-02-19,0.26,Tuolumne,Rim
2013-02-20,0.31,Tuolumne,Rim
2013-02-21,0.16,Tuolumne,Rim
2013-02-22,0.21,Tuolumne,Rim
2013-02-23,0.17,Tuolumne,Rim
2013-02-24,0.22,Tuolumne,Rim
2013-02-25,0.17,Tuolumne,Rim
2013-02-26,0.2,Tuolumne,Rim
2013-02-27,0.28,Tuolumne,Rim
2013-02-28,0.23,Tuolumne,Rim
2013-03-01,0.19,Tuolumne,Rim
2013-03-02,0.31,Tuolumne,Rim
2013-03-03,0.23,Tuolumne,Rim
2013-03-04,0.24,Tuolumne,Rim
2013-03-05,0.23,Tuolumne,Rim
2013-03-06,0.19,Tuolumne,Rim
2013-03-07,0.12,Tuolumne,Rim
2013-03-08,0.2,Tuolumne,Rim
2013-03-09,0.13,Tuolumne,Rim
2013-03-10,0.16,Tuolumne,Rim
2013-03-11,0.37,Tuolumne,Rim
2013-03-12,0.09,Tuolumne,Rim
2013-03-13,0.21,Tuolumne,Rim
2013-03-14,0.12,Tuolumne,Rim
2013-03-15,0.17,Tuolumne,Rim
2013-03-16,0.09,Tuolumne,Rim
2013-03-17,0.12,Tuolumne,Rim
2013-03-18,0.17,Tuolumne,Rim
2013-03-19,0.14,Tuolumne,Rim
2013-03-20,0.18,Tuolumne,Rim
2013-03-21,0.23,Tuolumne,Rim
2013-03-22,0.12,Tuolumne,Rim
2013-03-23,0.22,Tuolumne,Rim
2013-03-24,0.2,Tuolumne,Rim
2013-03-25,0.28,Tuolumne,Rim
2013-03-26,0.19,Tuolumne,Rim
2013-03-27,0.15,Tuolumne,Rim
2013-03-28,0.25,Tuolumne,Rim
2013-03-29,0.1,Tuolumne,Rim
2013-03-30,0.06,Tuolumne,Rim
2013-03-31,0.11,Tuolumne,Rim
2013-04-01,0.1,Tuolumne,Rim
2013-04-02,0.1,Tuolumne,Rim
2013-04-03,0.13,Tuolumne,Rim
2013-04-04,0.11,Tuolumne,Rim
2013-04-05,0.14,Tuolumne,Rim
2013-04-06,0.06,Tuolumne,Rim
2013-04-07,0.11,Tuolumne,Rim
2013-04-08,0.13,Tuolumne,Rim
2013-04-09,0.11,Tuolumne,Rim
2013-04-11,0.11,Tuolumne,Rim
2013-04-12,0.2,Tuolumne,Rim
2013-04-13,0.11,Tuolumne,Rim
2013-04-14,0.24,Tuolumne,Rim
2013-04-17,0.14,Tuolumne,Rim
2013-04-18,0.12,Tuolumne,Rim
2013-04-19,0.12,Tuolumne,Rim
2013-04-20,0.14,Tuolumne,Rim
2013-04-21,0.14,Tuolumne,Rim
2013-04-22,0.13,Tuolumne,Rim
2013-04-24,0.17,Tuolumne,Rim
2013-04-25,0.1,Tuolumne,Rim
2013-04-26,0.06,Tuolumne,Rim
2013-04-28,0.14,Tuolumne,Rim
2013-04-29,0.08,Tuolumne,Rim
2013-04-30,0.13,Tuolumne,Rim
2013-05-01,0.06,Tuolumne,Rim
2013-05-02,0.14,Tuolumne,Rim
2013-05-03,0.07,Tuolumne,Rim
2013-05-04,0.14,Tuolumne,Rim
2013-05-05,0.06,Tuolumne,Rim
2013-05-06,0.1,Tuolumne,Rim
2013-05-08,0.09,Tuolumne,Rim
2013-05-09,0.11,Tuolumne,Rim
2013-05-10,0.06,Tuolumne,Rim
2013-05-16,0.13,Tuolumne,Rim
2013-05-17,0.07,Tuolumne,Rim
2013-05-18,0.07,Tuolumne,Rim
2013-05-20,0.07,Tuolumne,Rim
2013-05-24,0.08,Tuolumne,Rim
2013-05-25,0.06,Tuolumne,Rim
2013-05-28,0.13,Tuolumne,Rim
2013-05-29,0.09,Tuolumne,Rim
2013-05-31,0.08,Tuolumne,Rim
2013-06-05,0.08,Tuolumne,Rim
2013-06-07,0.07,Tuolumne,Rim
2013-06-16,0.07,Tuolumne,Rim
2013-07-12,0.09,Tuolumne,Rim
2017-10-19,0.38,Shasta,Carr
2017-11-03,0.24,Shasta,Carr
2017-11-04,0.42,Shasta,Carr
2017-11-05,0.08,Shasta,Carr
2017-11-08,0.54,Shasta,Carr
2017-11-09,0.3,Shasta,Carr
2017-11-10,0.12,Shasta,Carr
2017-11-13,0.32,Shasta,Carr
2017-11-15,1.09,Shasta,Carr
2017-11-16,0.65,Shasta,Carr
2017-11-20,0.2,Shasta,Carr
2017-11-26,0.8,Shasta,Carr
2017-12-02,0.19,Shasta,Carr
2018-01-08,0.09,Shasta,Carr
2018-01-09,0.09,Shasta,Carr
2018-01-10,0.07,Shasta,Carr
2018-01-16,0.09,Shasta,Carr
2018-01-18,0.83,Shasta,Carr
2018-01-22,0.2,Shasta,Carr
2018-01-24,0.45,Shasta,Carr
2018-03-01,0.26,Shasta,Carr
2018-03-03,0.09,Shasta,Carr
2018-03-04,0.06,Shasta,Carr
2018-03-07,0.12,Shasta,Carr
2018-03-08,0.1,Shasta,Carr
2018-03-13,0.56,Shasta,Carr
2018-03-14,0.37,Shasta,Carr
2018-03-15,0.15,Shasta,Carr
2018-03-16,0.67,Shasta,Carr
2018-03-17,0.31,Shasta,Carr
2018-03-20,0.14,Shasta,Carr
2018-03-21,0.41,Shasta,Carr
2018-03-22,1.0,Shasta,Carr
2018-03-23,0.07,Shasta,Carr
2018-03-24,0.1,Shasta,Carr
2018-04-05,0.07,Shasta,Carr
2018-04-06,0.7,Shasta,Carr
2018-04-07,0.62,Shasta,Carr
2018-04-10,0.16,Shasta,Carr
2018-04-11,0.24,Shasta,Carr
2018-04-12,0.11,Shasta,Carr
2018-04-15,0.58,Shasta,Carr
2018-04-16,0.13,Shasta,Carr
2018-04-27,0.11,Shasta,Carr
2018-04-28,0.07,Shasta,Carr
2018-04-29,0.14,Shasta,Carr
2018-05-15,0.3,Shasta,Carr
2018-05-16,0.09,Shasta,Carr
2018-05-20,0.46,Shasta,Carr
2018-05-24,0.11,Shasta,Carr
2018-05-25,0.81,Shasta,Carr
2018-07-15,0.15,Shasta,Carr
2006-12-11,0.56,San Diego,Witch
2006-12-16,0.31,San Diego,Witch
2006-12-17,0.3,San Diego,Witch
2006-12-22,0.1,San Diego,Witch
2006-12-27,0.09,San Diego,Witch
2007-01-05,0.06,San Diego,Witch
2007-01-30,0.16,San Diego,Witch
2007-01-31,0.19,San Diego,Witch
2007-02-11,0.25,San Diego,Witch
2007-02-13,0.35,San Diego,Witch
2007-02-14,0.23,San Diego,Witch
2007-02-19,0.37,San Diego,Witch
2007-02-23,0.7,San Diego,Witch
2007-02-27,0.36,San Diego,Witch
2007-02-28,0.17,San Diego,Witch
2007-03-21,0.13,San Diego,Witch
2007-03-27,0.09,San Diego,Witch
2007-04-20,0.5,San Diego,Witch
2007-04-23,0.18,San Diego,Witch
2007-09-20,0.07,San Diego,Witch
2007-09-28,0.06,San Diego,Witch
2007-07-09,0.15,Siskiyou,Klamath
2007-07-18,0.36,Siskiyou,Klamath
2007-10-01,0.42,Siskiyou,Klamath
2007-10-10,0.28,Siskiyou,Klamath
2007-10-12,0.17,Siskiyou,Klamath
2007-10-16,0.26,Siskiyou,Klamath
2007-10-17,0.17,Siskiyou,Klamath
2007-10-19,1.2,Siskiyou,Klamath
2007-10-20,0.78,Siskiyou,Klamath
2007-10-22,0.54,Siskiyou,Klamath
2007-10-30,0.34,Siskiyou,Klamath
2007-11-11,0.18,Siskiyou,Klamath
2007-11-13,0.33,Siskiyou,Klamath
2007-11-19,0.41,Siskiyou,Klamath
2007-11-27,0.11,Siskiyou,Klamath
2007-12-03,0.11,Siskiyou,Klamath
2007-12-04,0.98,Siskiyou,Klamath
2007-12-06,0.06,Siskiyou,Klamath
2007-12-07,0.19,Siskiyou,Klamath
2007-12-17,0.11,Siskiyou,Klamath
2007-12-18,0.23,Siskiyou,Klamath
2007-12-19,0.08,Siskiyou,Klamath
2007-12-20,0.97,Siskiyou,Klamath
2007-12-26,0.11,Siskiyou,Klamath
2007-12-29,0.09,Siskiyou,Klamath
2008-01-04,1.22,Siskiyou,Klamath
2008-01-05,0.7,Siskiyou,Klamath
2008-01-06,1.07,Siskiyou,Klamath
2008-01-07,2.08,Siskiyou,Klamath
2008-01-08,0.42,Siskiyou,Klamath
2008-01-09,0.92,Siskiyou,Klamath
2008-01-10,0.25,Siskiyou,Klamath
2008-01-12,0.11,Siskiyou,Klamath
2008-01-14,0.11,Siskiyou,Klamath
2008-01-22,0.12,Siskiyou,Klamath
2008-01-25,0.06,Siskiyou,Klamath
2008-01-28,0.08,Siskiyou,Klamath
2008-01-30,0.29,Siskiyou,Klamath
2008-01-31,0.4,Siskiyou,Klamath
2008-02-01,0.9,Siskiyou,Klamath
